modality,person,subtask
Touch,P17,move selected docs
Touch,P17,open document
Touch,P18,close document
Touch,P18,move document
Touch,P17,close document
Touch,P17,delete tag
Touch,P18,move document
Speech,P17,add tag
Touch,P17,delete tag
Speech,P18,search
Touch,P18,open document
Speech,P17,add tag
Speech,P17,assign tag
Touch,P17,assign tag
Touch,P17,deselect document
Touch,P17,deselect document
Speech,P17,search
Touch,P17,move document
Touch,P17,move document
Touch,P17,move document
Touch,P17,select document
Touch,P17,select document
Touch,P17,select document
Speech,P17,add tag
Touch,P17,assign tag
Speech,P17,assign tag
Touch,P17,open document
Touch,P18,scroll
Touch,P18,scroll
Touch,P18,mark sentence
Touch,P18,mark sentence
Speech,P18,search
Touch,P18,close document
Touch,P18,search
Touch,P18,open document
Touch,P18,close document
Touch,P18,open document
Touch,P18,scroll
Touch,P18,close document
Touch,P18,open document
Touch,P18,scroll
Touch,P18,mark sentence
Touch,P18,mark sentence
Touch,P18,clear sentence
Touch,P18,mark sentence
Touch,P18,mark sentence
Touch,P18,clear sentence
Touch,P18,mark sentence
Touch,P18,scroll
Touch,P17,close document
Touch,P17,open document
Touch,P18,close document
Touch,P18,move document
Touch,P18,open document
Touch,P18,move document
Touch,P18,mark sentence
Touch,P18,mark sentence
Touch,P18,clear sentence
Speech,P18,search
Touch,P17,close document
Touch,P17,open document
Touch,P17,close document
Touch,P18,open document
Touch,P18,close document
Touch,P18,open document
Touch,P18,close document
Touch,P18,open document
Touch,P17,scroll
Touch,P18,scroll
Touch,P18,mark sentence
Speech,P18,search
Touch,P18,close document
Touch,P18,open document
Touch,P18,scroll
Touch,P17,scroll
Touch,P17,scroll
Touch,P17,resize document
Touch,P18,open document
Touch,P18,move document
Touch,P18,mark sentence
Touch,P17,move document
Touch,P17,open document
Touch,P17,move document
Touch,P18,search
Touch,P18,search
Touch,P18,search
Touch,P18,search
Touch,P18,open document
Touch,P18,close document
Touch,P18,open document
Touch,P17,open document
Touch,P18,close document
Touch,P18,open document
Touch,P18,scroll
Touch,P18,close document
Touch,P17,move document
Touch,P17,mark sentence
Speech,P18,search
Touch,P17,move document
Touch,P17,close document
Touch,P17,move document
Touch,P18,move document
Touch,P18,open document
Touch,P18,move document
Touch,P18,close document
Touch,P17,close document
Touch,P17,move document
Touch,P17,close document
Touch,P17,move document
Touch,P17,close document
Touch,P17,move document
Touch,P17,move document
Touch,P17,move document
Touch,P17,open document
Speech,P18,search
Touch,P18,close document
Touch,P18,open document
Touch,P18,scroll
Touch,P17,resize document
Speech,P18,add tag
Touch,P17,scroll
Touch,P18,scroll
Touch,P18,scroll
Touch,P17,clear search
Touch,P18,scroll
Touch,P17,scroll
Touch,P18,scroll
Touch,P17,search
Touch,P18,scroll
Touch,P17,move document
Touch,P17,move document
Touch,P17,open document
Touch,P17,move document
Touch,P17,close document
Touch,P17,open document
Touch,P17,open document
Speech,P18,search
Touch,P17,close document
Touch,P17,open document
Touch,P17,move document
Touch,P17,close document
Touch,P18,search
Touch,P17,close document
Touch,P18,search
Touch,P18,search
Touch,P17,scroll
Touch,P18,move document
Touch,P18,open document
Touch,P17,move document
Touch,P17,open document
Touch,P17,move document
Touch,P18,move document
Touch,P18,mark sentence
Touch,P18,clear sentence
Touch,P18,move document
Touch,P18,close document
Touch,P17,mark sentence
Touch,P18,move document
Touch,P17,move document
Touch,P17,clear sentence
Touch,P17,mark sentence
Touch,P18,move document
Touch,P18,open document
Touch,P17,mark sentence
Touch,P17,mark sentence
Touch,P18,mark sentence
Touch,P17,mark sentence
Touch,P17,mark sentence
Touch,P18,clear sentence
Touch,P18,mark sentence
Touch,P18,scroll
Touch,P18,search
Touch,P18,move document
Touch,P18,open document
Touch,P20,select document
Touch,P20,add tag
Speech,P19,deselect all
Touch,P20,select document
Speech,P19,sort
Touch,P19,close document
Speech,P19,sort
Touch,P20,deselect document
Speech,P20,deselect all
Touch,P20,select document
Touch,P20,assign tag
Touch,P19,open document
Touch,P20,move selected docs
Touch,P20,open document
Touch,P19,scroll
Speech,P19,close document
Touch,P20,close document
Speech,P19,mark sentence
Speech,P19,add tag
Touch,P20,search
Touch,P20,clear search
Touch,P20,search
Touch,P20,move document
Touch,P20,open document
Speech,P19,search
Speech,P19,search
Touch,P19,move document
Touch,P19,mark sentence
Touch,P20,mark sentence
Touch,P20,mark sentence
Touch,P19,mark sentence
Touch,P19,mark sentence
Touch,P20,close document
Touch,P19,search
Touch,P20,move document
Touch,P20,open document
Touch,P19,search
Touch,P20,close document
Touch,P20,open document
Touch,P20,clear sentence
Touch,P20,clear sentence
Touch,P20,close document
Touch,P20,search
Speech,P19,assign tag
Touch,P19,assign tag
Touch,P19,open document
Touch,P19,close document
Touch,P20,open document
Touch,P20,clear sentence
Touch,P20,close document
Touch,P20,open document
Speech,P19,select document
Speech,P19,add tag
Touch,P20,close document
Speech,P19,assign tag
Touch,P19,assign tag
Touch,P19,open document
Touch,P19,close document
Touch,P19,open document
Touch,P20,search
Touch,P19,scroll
Touch,P19,scroll
Touch,P19,close document
Touch,P19,open document
Touch,P20,search
Touch,P19,move document
Touch,P20,move document
Touch,P19,scroll
Touch,P20,open document
Touch,P19,scroll
Touch,P19,scroll
Touch,P19,close document
Speech,P19,search
Touch,P19,open document
Touch,P19,close document
Touch,P20,open document
Speech,P19,move document
Touch,P20,move selected docs
Touch,P19,move document
Touch,P20,open document
Touch,P19,move document
Touch,P19,open document
Touch,P19,close document
Touch,P19,move document
Touch,P20,close document
Touch,P20,open document
Touch,P20,close document
Touch,P20,move document
Touch,P20,close document
Touch,P19,open document
Touch,P20,search
Speech,P19,search
Touch,P19,open document
Touch,P20,move document
Touch,P20,close document
Touch,P20,move document
Touch,P20,move document
Touch,P20,select document
Touch,P20,select document
Touch,P20,select document
Touch,P20,deselect document
Touch,P19,move document
Touch,P20,add tag
Touch,P20,assign tag
Touch,P20,move selected docs
Touch,P20,move selected docs
Touch,P20,move selected docs
Touch,P20,deselect document
Touch,P20,deselect document
Touch,P19,select document
Touch,P20,add tag
Touch,P20,assign tag
Touch,P19,open document
Touch,P19,deselect document
Touch,P20,select document
Touch,P20,assign tag
Touch,P19,close document
Touch,P19,mark sentence
Touch,P19,mark sentence
Touch,P20,open document
Touch,P20,close document
Touch,P19,mark sentence
Touch,P20,search
Touch,P19,scroll
Touch,P20,select document
Touch,P19,scroll
Touch,P20,resize document
Touch,P19,move selected docs
Touch,P19,open document
Touch,P19,resize document
Touch,P20,search
Touch,P19,close document
Touch,P19,move selected docs
Touch,P20,deselect document
Touch,P19,move document
Speech,P20,deselect document
Touch,P19,move document
Touch,P19,move selected docs
Touch,P19,move document
Speech,P20,deselect all
Touch,P19,move document
Touch,P19,move document
Touch,P19,open document
Touch,P20,move document
Touch,P20,move document
Touch,P20,move document
Touch,P20,move document
Touch,P19,select document
Touch,P19,select document
Touch,P19,select document
Touch,P19,select document
Touch,P19,select document
Touch,P19,select document
Touch,P19,select document
Touch,P19,select document
Touch,P19,deselect document
Touch,P19,select document
Touch,P20,move selected docs
Touch,P20,move selected docs
Touch,P19,deselect document
Touch,P19,deselect document
Touch,P19,deselect document
Touch,P19,deselect document
Touch,P19,deselect document
Touch,P19,deselect document
Touch,P19,deselect document
Touch,P19,deselect document
Speech,P20,sort
Speech,P19,add tag
Touch,P20,search
Touch,P20,close document
Touch,P19,add tag
Touch,P19,select document
Touch,P19,assign tag
Touch,P19,move document
Touch,P19,open document
Touch,P19,mark sentence
Touch,P19,mark sentence
Touch,P19,close document
Speech,P20,close document
Touch,P19,move document
Touch,P19,move document
Touch,P19,move document
Touch,P19,move document
Touch,P19,move document
Touch,P19,open document
Touch,P19,close document
Touch,P19,move document
Touch,P19,open document
Touch,P20,move document
Touch,P20,open document
Touch,P20,close document
Touch,P20,open document
Touch,P20,scroll
Touch,P20,scroll
Touch,P20,scroll
Touch,P20,close document
Touch,P20,move document
Touch,P20,search
Touch,P19,mark sentence
Touch,P19,mark sentence
Touch,P19,clear sentence
Touch,P19,clear sentence
Touch,P19,mark sentence
Touch,P19,clear sentence
Touch,P19,mark sentence
Touch,P19,clear sentence
Touch,P19,mark sentence
Touch,P19,clear sentence
Touch,P19,mark sentence
Touch,P19,clear sentence
Touch,P19,mark sentence
Touch,P19,clear sentence
Touch,P19,mark sentence
Touch,P19,clear sentence
Touch,P19,mark sentence
Touch,P19,clear sentence
Touch,P19,mark sentence
Touch,P19,mark sentence
Touch,P20,move selected docs
Touch,P20,open document
Touch,P19,mark sentence
Touch,P19,clear sentence
Touch,P19,mark sentence
Touch,P19,scroll
Touch,P19,resize document
Touch,P19,scroll
Touch,P20,select document
Touch,P19,mark sentence
Touch,P20,add tag
Touch,P20,assign tag
Touch,P20,close document
Touch,P20,open document
Touch,P20,close document
Touch,P20,open document
Touch,P20,close document
Touch,P20,move selected docs
Touch,P19,mark sentence
Touch,P19,mark sentence
Touch,P20,move selected docs
Touch,P20,search
Touch,P19,scroll
Touch,P19,scroll
Speech,P19,search
Speech,P19,search
Touch,P20,search
Touch,P19,close document
Touch,P20,open document
Touch,P19,open document
Touch,P19,close document
Touch,P19,open document
Touch,P19,close document
Touch,P19,open document
Touch,P20,close document
Touch,P19,mark sentence
Touch,P19,scroll
Touch,P20,open document
Touch,P20,scroll
Touch,P20,close document
Touch,P19,scroll
Touch,P19,close document
Touch,P19,clear search
Touch,P19,open document
Touch,P20,clear search
Touch,P19,close document
Touch,P19,open document
Touch,P19,close document
Touch,P19,open document
Touch,P20,search
Touch,P19,search
Touch,P19,search
Touch,P19,close document
Touch,P20,open document
Touch,P19,search
Touch,P20,mark sentence
Touch,P20,clear sentence
Touch,P20,mark sentence
Touch,P19,open document
Touch,P20,mark sentence
Touch,P20,select document
Touch,P20,assign tag
Touch,P19,close document
Touch,P20,deselect document
Touch,P20,deselect document
Touch,P20,move document
Touch,P20,close document
Touch,P19,open document
Touch,P20,search
Touch,P19,scroll
Touch,P19,scroll
Touch,P20,open document
Touch,P19,search
Touch,P19,search
Touch,P20,close document
Touch,P20,open document
Touch,P20,close document
Touch,P19,search
Touch,P19,open document
Touch,P20,open document
Touch,P19,close document
Touch,P19,open document
Touch,P20,move document
Touch,P20,close document
Touch,P20,move document
Touch,P19,close document
Touch,P19,open document
Touch,P19,close document
Touch,P19,close document
Touch,P19,open document
Touch,P19,close document
Touch,P20,open document
Touch,P19,open document
Touch,P19,close document
Touch,P20,move document
Touch,P19,open document
Touch,P19,scroll
Touch,P19,scroll
Touch,P20,open document
Touch,P20,mark sentence
Touch,P20,close document
Touch,P20,scroll
Touch,P20,scroll
Touch,P20,scroll
Touch,P20,open document
Touch,P19,open document
Touch,P19,move document
Touch,P19,close document
Speech,P19,search
Speech,P19,search
Touch,P19,search
Touch,P19,search
Touch,P20,move document
Touch,P19,open document
Touch,P19,scroll
Touch,P19,open document
Touch,P19,scroll
Touch,P19,scroll
Touch,P19,close document
Touch,P19,open document
Touch,P19,close document
Touch,P20,search
Touch,P19,resize document
Touch,P19,resize document
Touch,P19,scroll
Touch,P20,close document
Touch,P20,open document
Touch,P19,scroll
Touch,P19,scroll
Touch,P20,move document
Touch,P19,scroll
Touch,P20,clear sentence
Touch,P20,mark sentence
Touch,P20,clear sentence
Touch,P19,scroll
Touch,P20,scroll
Touch,P20,move document
Touch,P19,search
Touch,P19,close document
Touch,P19,close document
Touch,P19,open document
Touch,P20,close document
Touch,P19,close document
Touch,P19,open document
Touch,P20,move document
Touch,P20,select document
Touch,P20,search
Touch,P20,add tag
Touch,P20,assign tag
Touch,P20,deselect document
Touch,P20,select document
Touch,P20,assign tag
Touch,P19,open document
Touch,P20,move document
Touch,P19,scroll
Touch,P19,scroll
Touch,P19,close document
Touch,P20,move document
Touch,P20,move document
Touch,P19,search
Touch,P20,move document
Touch,P19,open document
Touch,P20,open document
Touch,P19,close document
Touch,P19,search
Touch,P19,move document
Touch,P19,open document
Touch,P19,close document
Touch,P19,open document
Touch,P19,close document
Touch,P19,open document
Touch,P19,close document
Touch,P19,open document
Touch,P19,close document
Touch,P19,open document
Touch,P19,close document
Touch,P19,close document
Touch,P20,open document
Touch,P19,open document
Touch,P19,close document
Touch,P20,mark sentence
Touch,P20,close document
Touch,P20,select document
Speech,P20,deselect all
Touch,P20,select document
Touch,P20,assign tag
Touch,P19,open document
Touch,P19,close document
Touch,P19,search
Touch,P20,close document
Touch,P19,open document
Touch,P20,open document
Touch,P19,scroll
Touch,P19,close document
Touch,P19,move document
Touch,P19,mark sentence
Touch,P19,mark sentence
Touch,P20,search
Touch,P19,open document
Touch,P19,close document
Touch,P19,close document
Touch,P19,open document
Touch,P19,close document
Touch,P19,open document
Touch,P20,add tag
Touch,P20,select document
Touch,P19,mark sentence
Touch,P19,mark sentence
Touch,P19,clear sentence
Touch,P20,assign tag
Touch,P20,remove tag
Touch,P19,clear sentence
Touch,P19,close document
Touch,P19,open document
Touch,P20,add tag
Touch,P20,assign tag
Speech,P20,deselect all
Touch,P19,close document
Touch,P19,open document
Touch,P19,close document
Touch,P20,select document
Touch,P20,assign tag
Touch,P20,close document
Touch,P20,move selected docs
Touch,P20,open document
Touch,P19,open document
Touch,P19,search
Touch,P20,close document
Touch,P20,open document
Touch,P19,search
Touch,P20,scroll
Touch,P19,move document
Touch,P19,open document
Touch,P19,resize document
Touch,P19,scroll
Touch,P19,scroll
Touch,P20,mark sentence
Touch,P19,move document
Touch,P19,scroll
Touch,P19,scroll
Touch,P20,scroll
Touch,P20,move document
Touch,P20,scroll
Touch,P19,scroll
Touch,P20,close document
Touch,P20,move selected docs
Touch,P20,move document
Touch,P20,select document
Touch,P20,assign tag
Touch,P20,deselect document
Touch,P19,open document
Touch,P19,scroll
Touch,P19,scroll
Touch,P19,scroll
Touch,P19,scroll
Touch,P19,scroll
Touch,P19,scroll
Speech,P21,sort
Touch,P21,open document
Touch,P22,mark sentence
Touch,P22,clear sentence
Touch,P22,mark sentence
Touch,P22,search
Touch,P21,resize document
Touch,P21,resize document
Touch,P21,move document
Touch,P21,move document
Touch,P21,move document
Touch,P21,move document
Touch,P21,move document
Touch,P21,move document
Touch,P22,search
Touch,P22,open document
Touch,P22,search
Touch,P22,open document
Touch,P21,search
Touch,P21,open document
Touch,P21,move document
Touch,P22,search
Touch,P22,mark sentence
Touch,P22,clear sentence
Touch,P22,mark sentence
Touch,P22,search
Touch,P21,close document
Touch,P21,open document
Touch,P22,mark sentence
Touch,P22,move document
Touch,P22,clear sentence
Touch,P22,add tag
Touch,P22,add tag
Touch,P22,add tag
Touch,P22,add tag
Touch,P22,search
Touch,P22,open document
Touch,P22,open document
Touch,P22,move document
Touch,P21,search
Touch,P22,mark sentence
Touch,P22,clear sentence
Touch,P22,mark sentence
Touch,P22,move document
Touch,P21,mark sentence
Touch,P21,mark sentence
Touch,P21,clear sentence
Touch,P21,mark sentence
Touch,P21,close document
Touch,P22,search
Touch,P22,open document
Touch,P22,mark sentence
Touch,P22,close document
Touch,P21,close document
Touch,P21,open document
Touch,P22,move document
Touch,P21,move document
Touch,P22,close document
Touch,P22,close document
Touch,P22,add tag
Touch,P22,search
Touch,P22,open document
Touch,P21,close document
Touch,P21,open document
Touch,P22,mark sentence
Touch,P22,mark sentence
Touch,P21,move document
Touch,P22,move document
Touch,P22,mark sentence
Touch,P22,clear sentence
Touch,P22,move document
Touch,P22,move document
Touch,P22,open document
Touch,P21,resize document
Touch,P22,move document
Touch,P22,close document
Touch,P21,search
Touch,P22,search
Touch,P22,open document
Touch,P22,close document
Touch,P22,open document
Touch,P22,close document
Touch,P22,open document
Touch,P22,close document
Touch,P21,close document
Touch,P21,open document
Touch,P22,open document
Touch,P22,close document
Touch,P22,search
Touch,P22,open document
Touch,P22,mark sentence
Touch,P22,scroll
Touch,P22,open document
Touch,P21,move document
Touch,P21,move document
Touch,P22,mark sentence
Touch,P22,clear sentence
Touch,P22,mark sentence
Touch,P22,clear sentence
Touch,P22,clear sentence
Touch,P21,close document
Touch,P21,resize document
Touch,P22,mark sentence
Touch,P22,clear sentence
Touch,P22,mark sentence
Touch,P22,move document
Touch,P22,move document
Touch,P22,move document
Touch,P22,move document
Touch,P22,move document
Touch,P22,move document
Touch,P22,move document
Touch,P22,move document
Touch,P22,mark sentence
Touch,P22,move document
Touch,P22,select tagged
Touch,P22,select tagged
Touch,P22,search
Touch,P22,open document
Touch,P22,move document
Touch,P21,search
Touch,P21,move document
Touch,P21,move document
Touch,P21,move document
Touch,P22,mark sentence
Touch,P22,mark sentence
Touch,P22,clear sentence
Touch,P22,mark sentence
Touch,P22,mark sentence
Touch,P21,open document
Touch,P22,search
Touch,P21,move document
Touch,P21,move document
Touch,P22,close document
Touch,P22,open document
Touch,P22,close document
Touch,P22,open document
Touch,P22,close document
Touch,P22,open document
Touch,P21,close document
Touch,P21,open document
Touch,P22,close document
Touch,P22,open document
Touch,P22,close document
Touch,P21,close document
Touch,P21,search
Touch,P21,open document
Touch,P22,clear search
Touch,P22,search
Touch,P21,close document
Touch,P21,close document
Touch,P21,open document
Touch,P21,close document
Touch,P21,move document
Touch,P21,open document
Touch,P22,open document
Touch,P22,close document
Touch,P22,open document
Touch,P22,scroll
Touch,P22,scroll
Touch,P22,close document
Touch,P22,move document
Touch,P21,open document
Touch,P21,scroll
Touch,P21,scroll
Touch,P21,scroll
Touch,P21,scroll
Touch,P22,mark sentence
Touch,P22,mark sentence
Touch,P22,clear sentence
Touch,P22,clear sentence
Touch,P22,resize document
Touch,P21,select document
Touch,P22,move selected docs
Touch,P22,close document
Touch,P21,deselect document
Touch,P22,resize document
Touch,P21,close document
Touch,P21,open document
Touch,P21,close document
Touch,P22,open document
Touch,P22,scroll
Touch,P22,scroll
Touch,P22,move document
Touch,P22,close document
Touch,P22,open document
Touch,P22,move document
Touch,P22,close document
Touch,P21,open document
Touch,P22,search
Touch,P21,move document
Touch,P21,scroll
Touch,P21,scroll
Touch,P22,open document
Touch,P21,scroll
Touch,P21,scroll
Touch,P22,search
Touch,P21,mark sentence
Touch,P21,mark sentence
Touch,P22,close document
Touch,P21,scroll
Touch,P21,scroll
Touch,P21,scroll
Touch,P22,search
Touch,P22,close document
Touch,P22,close document
Touch,P22,open document
Touch,P21,search
Touch,P22,close document
Touch,P21,close document
Touch,P21,move document
Touch,P21,open document
Touch,P21,close document
Touch,P21,open document
Touch,P21,open document
Touch,P22,move document
Touch,P22,search
Touch,P21,search
Touch,P21,clear search
Touch,P22,scroll
Touch,P22,scroll
Touch,P22,scroll
Touch,P22,resize document
Touch,P21,search
Touch,P22,scroll
Touch,P21,close document
Touch,P21,move document
Touch,P22,scroll
Touch,P21,open document
Touch,P21,close document
Touch,P21,open document
Touch,P21,close document
Touch,P22,scroll
Touch,P21,open document
Touch,P21,close document
Touch,P21,open document
Touch,P21,open document
Touch,P22,mark sentence
Touch,P22,mark sentence
Touch,P22,clear sentence
Touch,P22,scroll
Touch,P22,scroll
Touch,P22,scroll
Touch,P22,scroll
Touch,P22,mark sentence
Touch,P22,clear sentence
Touch,P22,mark sentence
Touch,P22,scroll
Touch,P22,scroll
Touch,P22,scroll
Touch,P21,close document
Touch,P21,scroll
Touch,P21,scroll
Touch,P22,search
Touch,P22,move document
Touch,P22,move document
Touch,P22,resize document
Touch,P22,scroll
Touch,P22,scroll
Touch,P22,scroll
Touch,P22,scroll
Touch,P21,mark sentence
Touch,P22,mark sentence
Touch,P22,mark sentence
Touch,P22,scroll
Touch,P22,scroll
Touch,P22,scroll
Touch,P22,scroll
Touch,P21,search
Touch,P22,scroll
Touch,P22,scroll
Touch,P22,scroll
Touch,P22,move document
Touch,P22,scroll
Touch,P22,scroll
Touch,P22,mark sentence
Touch,P22,mark sentence
Touch,P22,scroll
Touch,P22,scroll
Touch,P22,search
Touch,P21,scroll
Touch,P21,scroll
Touch,P21,move document
Touch,P21,mark sentence
Touch,P21,scroll
Touch,P22,close document
Touch,P22,open document
Touch,P21,search
Touch,P22,search
Touch,P22,search
Touch,P22,open document
Touch,P22,scroll
